LABORATORIO,COD_BARRAS,DESCRIPCION_COMPLETA,PRECIO,%ESP,VALOR,R30D
NATURAL FRESHLY,7707772811072,BIOTINA + VITAMINA E * 30 SOFTGELS BIOTINA + VITAMINA E,"30,000",10,"3,000",0
NATURAL FRESHLY,7707232096780,BON SLEEP RELAX * 25 ML VALERIANA ANSIOLITICO,"17,800",10,"1,780",0
NATURAL FRESHLY,7707232093611,BON STAR * 100 CAP + VALERIANA VALERIANA ANSIOLITICO,"65,500",10,"6,550",0
NATURAL FRESHLY,7707232090191,CALENDULA CREMA * 60 GR CALENDULA ANTIINFLAMATORIO,"25,000",10,"2,500",0
NATURAL FRESHLY,7707232090160,CARTILAGO DE TIBURON * 50 CAP LLEVE 100 CARTILAGO DE TIBURON ANTIARTRITICO,"57,500",10,"5,750",0
NATURAL FRESHLY,7707232095707,CIRUELFORT MAX FORTE * 20 CAP CIRUELFORT LAXANTE,"22,300",10,"2,230",0
NATURAL FRESHLY,7707232098692,CIRUELFORT JALEA LAXANTE * 180 GR FIBRA DIETARIA LAXANTE,"31,000",10,"3,100",0
NATURAL FRESHLY,7707232098708,CIRUELFORT JALEA LAXANTE * 300 GR FIBRA DIETARIA LAXANTE,"46,400",10,"4,640",0
NATURAL FRESHLY,7707772810990,CITRATO DE MAGNESIO * 400 GR CITRATO DE MAGNESIO,"68,400",10,"6,840",0
NATURAL FRESHLY,7707772811553,CITRATO DE MAGNESIO X 60 CBG CITRATO DE MAGNESIO MULTIVITAMINICO,"79,100",8,"6,328",0
NATURAL FRESHLY,7707772811003,CITRATO DE POTASIO * 500 GR CITRATO DE POTASIO,"68,400",10,"6,840",0
NATURAL FRESHLY,7707772811560,CITRATO DE POTASIO X 60 CBG CITRATO DE POTASIO MULTIVITAMINICO,"79,100",8,"6,328",0
NATURAL FRESHLY,7707772810549,CLORURO DE MAGNESIO * 30 CAP CLORURO DE MAGNESIO,"21,500",10,"2,150",0
NATURAL FRESHLY,7707232096186,CLORURO DE MAGNESIO * 50 CAP MAGNESIO NATURALES,"30,000",10,"3,000",0
NATURAL FRESHLY,7707232096995,CLORURO DE MAGNESIO FAMILIAR * 200 CAP CLORURO MAGNESIO VARIOS,"77,700",10,"7,770",0
NATURAL FRESHLY,7707232095882,COLAGENO COMPLEX RESVERATROL * 60 CAP COLAGENO NATURALES,"41,000",10,"4,100",0
NATURAL FRESHLY,7707232097381,COLAGENO ELASTINA CREMA * 60 GR COLAGENO NATURALES,"26,500",10,"2,650",0
NATURAL FRESHLY,7707232090658,COLAGENO HIDROLIZADO UVA *12 S/S COLAGENO NATURALES,"33,000",10,"3,300",0
NATURAL FRESHLY,7707232095899,COLAGENO RESVERATROL POWDER FOOD * 500 G COLAGENO RESVERATROL NATURALES,"57,300",10,"5,730",0
NATURAL FRESHLY,7707232090184,COMPLEJO B * 50 CAP COMPLEJO B VITAMINAS,"38,500",10,"3,850",0
NATURAL FRESHLY,7707232091044,CONCHA DE NACAR CREMA * 60 GR CONCHA DE NACAR DESPIGMENTADOR,"27,000",10,"2,700",0
NATURAL FRESHLY,7707232093840,CRANBERRY * 50 CAP ARANDANO NATURALES,"50,000",10,"5,000",0
NATURAL FRESHLY,7707232091204,CRE C CREMA ANTIPAÃ‘ALITIS * 60 GR ALOE + CALENDULA + OXIDO ZINC NATURALES,"29,200",10,"2,920",0
NATURAL FRESHLY,7707232092546,CRE-C GOMITAS FRUTAS TROPICALES * 12 S/S MULTIVITAMINAS MULTIVITAMINICO,"29,700",10,"2,970",0
NATURAL FRESHLY,7707232090221,DIENTE DE LEON * 100 CAP DIENTE DE LEON NATURALES,"40,100",10,"4,010",0
NATURAL FRESHLY,7707232095295,DIGESTAR FIBRA * 300 GR FIBRA DIETARIA FIBRA,"63,000",10,"6,300",0
NATURAL FRESHLY,7707232094298,DIGESTAR JALEA LAXANTE * 120 GR LLEVE 19 FIBRA DIETARIA LAXANTE,"53,500",10,"5,350",0
NATURAL FRESHLY,7707232092713,DIGESTAR JALEA LAXANTE * 300 GR FIBRA DIETARIA LAXANTE,"69,900",10,"6,990",0
NATURAL FRESHLY,7707232090238,DIGESTAR MAX FORTE * 50 CAP FIBRA DIETARIA DIGESTIVO,"46,500",10,"4,650",0
NATURAL FRESHLY,7707232096940,DIUREMAX DIURETICO NATURAL *30 CAP FORMULA NATURAL DIURETICO,"24,500",10,"2,450",0
NATURAL FRESHLY,7707232094083,FINACID REFLU S/AZUCAR * 180 ML CALENDULA ANTIACIDO,"28,400",5,"1,420",0
NATURAL FRESHLY,7707232091143,FINACID REFLU S/AZUCAR * 360 ML CALENDULA ANTIACIDO,"43,500",10,"4,350",0
NATURAL FRESHLY,7707232092898,FLY FREE REPELENTE SPRAY ADULTOS * 120 M FORMULA QUIMICA REPELENTE,"32,000",10,"3,200",0
NATURAL FRESHLY,7707232097206,FLY FREE REPELENTE SPRAY NIÃ‘OS * 120 ML FORMULA QUIMICA REPELENTE,"29,300",10,"2,930",0
NATURAL FRESHLY,7707772810716,FRESHLY SWEAT CLINICAL CONTROL ROLLON * FORMULA QUIMICA COSMETICOS,"28,500",10,"2,850",0
NATURAL FRESHLY,7707232095400,FRESHLYPAUSIA COMPLEX * 50 CAP SOYA + CALCIO + MAGNESIO MENOPAUSIA,"49,900",10,"4,990",0
NATURAL FRESHLY,7707232095677,FRESHLYPAUSIA COMPLEX * 60 CAP SOYA + CALCIO + MAGNESIO MENOPAUSIA,"57,400",10,"5,740",0
NATURAL FRESHLY,7707232091365,FRESHLYPAUSIA MAX FORTE * 50 CAP SOYA + CALCIO + MAGNESIO MENOPAUSIA,"45,900",10,"4,590",0
NATURAL FRESHLY,7707232092195,FRESHLYPAUSIA V GEL INTIMO *30 GR FORMULA NATURAL LUBRICANTE INTIMO,"33,900",10,"3,390",0
NATURAL FRESHLY,7707232091938,FYBOFORT NARANJA * 12 S/S PSYLIUM FIBRA,"38,400",10,"3,840",0
NATURAL FRESHLY,7707232091341,FYBOFORT NARANJA * 200 GR PSYLIUM FIBRA,"54,600",10,"5,460",0
NATURAL FRESHLY,7707232094489,FYBOFORT PSYLLIUM MICRONIZADO * 12 S/S PSYLLIUM FIBRA,"43,500",10,"4,350",0
NATURAL FRESHLY,7707232096131,FYBOFORT PYRUS FIBRA * 360 ML PSYLLIUM+MANZANA+AVENA+ZANAHORIA FIBRA,"28,400",10,"2,840",0
NATURAL FRESHLY,7707232095196,GAX OFF * 30 CAP FORMULA NATURAL ANTIFLATULENTO,"28,000",10,"2,800",0
NATURAL FRESHLY,7707232091174,GEL ANTIACNE * 30 GR ACEITE ARBOL DE TE + CALENDULA + EC ANTIACNE,"34,500",10,"3,450",0
NATURAL FRESHLY,7707232092034,GINKGO BILOBA 40 MG * 80 SOFTGELS GINKGO BILOBA OXIGENANTE CEREBRAL,"67,400",10,"6,740",0
NATURAL FRESHLY,7707232093796,GINKGO BILOBA FORTE 80MG *50 SOFTGELS GINKGO BILOBA OXIGENANTE CEREBRAL,"70,900",10,"7,090",0
NATURAL FRESHLY,7707232097688,HEPATODREN TRIPLE ACCION * 50 CAP CASCARA SAGRADA + BOLDO + RUIBARBO HEPATOPROTECTOR,"48,200",10,"4,820",0
NATURAL FRESHLY,7707232097671,HEPATODREN TRIPLE ACCION * 60 CAP CASCARA SAGRADA + BOLDO + RUIBARBO HEPATOPROTECTOR,"51,700",10,"5,170",0
NATURAL FRESHLY,7707232097664,HEPATODREN TRIPLE ACCION MENTA * 240 ML CASCARA SAGRADA + BOLDO + RUIBARBO HEPATOPROTECTOR,"35,000",10,"3,500",0
NATURAL FRESHLY,7707232090528,JABON DE AVENA *80 GR AVENA JABONES,"13,600",10,"1,360",0
NATURAL FRESHLY,7707232090535,JABON DE AZUFRE * 90 GR AZUFRE JABONES,"15,000",10,"1,500",0
NATURAL FRESHLY,7707232091303,JABON DE BARRA BICARBONATO DE SODIO * 90 FORMULA QUIMICA VARIOS,"14,300",10,"1,430",0
NATURAL FRESHLY,7707232090559,JABON DE MANZANILLA * 80 GR MANZANILLA NATURALES,"15,000",10,"1,500",0
NATURAL FRESHLY,7707232093628,JABON EN BARRA CARBON ACTIVADO * 90 GR CARBON ACTIVADO VARIOS,"14,300",10,"1,430",0
NATURAL FRESHLY,7707232095608,MIELTERTOS ADULTOS * 240 ML PROPOLEO + EUCALIPTO + SAUCO + TOTU ANTITUSIVO,"36,500",10,"3,650",0
NATURAL FRESHLY,7707232098050,MIELTERTOS DIA PANELA - NARANJA * 6 S/S FORMULA NATURAL ANTIGRIPAL,"15,700",10,"1,570",0
NATURAL FRESHLY,7707232096803,MIELTERTOS GARGANTA MAX FORTE SPRAY FCO FORMULA NATURAL ANTITUSIVO,"29,500",8,"2,360",0
NATURAL FRESHLY,7707232098081,MIELTERTOS GRIPA DIA PANELA - NARANJA * FORMULA NATURAL ANTIGRIPAL,"63,500",10,"6,350",0
NATURAL FRESHLY,7707232098043,MIELTERTOS GRIPA NOCHE PANELA - LIMON * FORMULA NATURAL ANTIGRIPAL,"19,000",10,"1,900",0
NATURAL FRESHLY,7707232098074,MIELTERTOS GRIPA NOCHE PANELA LIMON * 24 FORMULA NATURAL ANTIGRIPAL,"63,500",10,"6,350",0
NATURAL FRESHLY,7707232099354,MIELTERTOS NIÃ‘OS * 180 ML PROPOLEO + MIEL + MARAÃ‘ON + MORA S ANTITUSIVO,"32,600",10,"3,260",0
NATURAL FRESHLY,7707232095769,MIELTERTOS PASTILLAS MASTICABLES * 12 S/ FORMULA NATURAL ANTITUSIVO,"32,500",10,"3,250",0
NATURAL FRESHLY,7707772810747,MIELTERTOS ZERO * 12 S/S FORMULA NATURAL ANTIGRIPAL,"40,000",10,"4,000",0
NATURAL FRESHLY,7707772810839,MILIVIT CALCIO + VITAMINA D3 * 50 GOMAS CALCIO + VITAMINA D3,"39,400",10,"3,940",0
NATURAL FRESHLY,7707772810822,MILIVIT COLAGENO + VITAMINA E + BIOTINA COLAGENO + BIOTINA + VITAMINA E,"39,400",10,"3,940",0
NATURAL FRESHLY,7707772810877,MILIVIT VINAGRE MANZANA * 50 GOMAS VINAGRE MANZANA,"39,400",10,"3,940",0
NATURAL FRESHLY,7707772810815,MILIVIT VITAMINA C + ZINC * 50 GOMAS ACIDO ASCORBICO(VITAMINA C) + ZINC,"34,800",10,"3,480",0
NATURAL FRESHLY,7707772810808,MILIVIT VITAMINAS * 50 GOMAS VITAMINA A + ACIDO ASCORBICO(VITAMI,"33,100",10,"3,310",0
NATURAL FRESHLY,7707232093598,MULTIVITAMINICO GINGKO BILOBA + GINSENG GINGKO BILOBA + GINSENG VITAMINAS,"56,900",10,"5,690",0
NATURAL FRESHLY,7707232093413,OMEGA 3 6 9 COMPLEX * 60 CAP LLEVE 120 C OMEGA 3 6 9 + VITAMINA E + LINAZA HIPOLIPEMIANTE,"135,000",10,"13,500",0
NATURAL FRESHLY,7707232093383,OMEGA 3 PLUS * 50 CAP (OFERTA 2X1) OMEGA 3 + EPA + DHA + VITAMINA E HIPOLIPEMIANTE,"77,000",10,"7,700",0
NATURAL FRESHLY,7707772810280,PAZYDOL 500MG *30 CAP CALÃ©NDULA OFFICINALIS L. NATURALES,"19,100",10,"1,910",0
NATURAL FRESHLY,7707772811461,PENTAMAGNESIO X 400 GR OXIDO-CITRATO-LACTATO-CARBONATO-GLI MULTIVITAMINICO,"74,600",8,"5,968",0
NATURAL FRESHLY,7707772811232,POCIMAX REINO FUNGI * 200 GR GANODERMA + SHITAKE + MAITAKE + MEL,"55,500",10,"5,550",0
NATURAL FRESHLY,7707232093680,POMADA VERDE *25 GR MENTOL+SALICILATO RUBEFACIENTE,"14,000",10,"1,400",0
NATURAL FRESHLY,7707232099989,POTASIO GLUCONATO * 60 CAP GLUCONATO DE POTASIO VITAMINAS,"44,900",10,"4,490",0
NATURAL FRESHLY,7707772810150,PRO SHOCK AMINOACIDOS * 12 S/S AMINOACIDOS,"54,400",10,"5,440",0
NATURAL FRESHLY,7707232091761,PROPOLEO JALEA * 350 GR PROPOLEO VARIOS,"28,800",10,"2,880",0
NATURAL FRESHLY,7707232091808,PROPOMIELITO * 350 GR PROPOLEO VARIOS,"26,400",10,"2,640",0
NATURAL FRESHLY,7707232094021,PROSTAFORT SAW PALMENTTO FORTE * 50 CAP SAW PALMETO PROSTATITIS,"68,600",10,"6,860",0
NATURAL FRESHLY,7707232092317,STEVIA ENDULZANTE NATURAL * 200 GR STEVIA EDULCOLORANTE,"26,500",10,"2,650",0
NATURAL FRESHLY,7707232091570,STEVIET * 50 S/S STEVIA EDULCOLORANTE,"24,800",10,"2,480",0
NATURAL FRESHLY,7707772810044,UROVITAL * 360 ML LLEVE 500 ML CRANBERRY + ARANDANOS NATURALES,"35,800",10,"3,580",0
NATURAL FRESHLY,7707232091600,UROVITAL CRANBERRY CAJA * 60 CAP CRANBERRY + ARANDANOS NATURALES,"51,000",10,"5,100",0
NATURAL FRESHLY,7707232091587,UROVITAL CRANBERRY FCO *60 CAP CRANBERRY+ARANDANOS VITAMINAS,"56,500",10,"5,650",0
NATURAL FRESHLY,7707232091389,UROVITAL JABON LIQ INTIMO * 280 ML CRANBERRY + CALENDULA + VINAGRE MAN VARIOS,"33,300",10,"3,330",0
NATURAL FRESHLY,7707232092294,VALERIANA GOTAS * 25 ML VALERIANA ANSIOLITICO,"18,600",10,"1,860",0
NATURAL FRESHLY,7707232093420,VENASFULL * 30 CAP CASTAÃ‘O DE INDIAS ANTIVARICOSO,"50,000",10,"5,000",0
NATURAL FRESHLY,7707232094717,VENASFULL CREMA * 420 GR CASTAÃ‘O DE INDIAS ANTIVARICOSO,"43,900",10,"4,390",0
NATURAL FRESHLY,7707232097701,VENASFULL MAX FORTE * 60 CAP CASTAÃ‘O DE INDIAS ANTIVARICOSO,"72,500",10,"7,250",0
NATURAL FRESHLY,7707232092041,VENASFULL MAX FORTE * 50 CAP CASTAÃ‘O DE INDIAS ANTIVARICOSO,"61,500",10,"6,150",0
NATURAL FRESHLY,7707232093826,VIGA SEX GEL LUBRICANTE INTIMO * 100 GR FORMULA QUIMICA LUBRICANTE INTIMO,"36,600",10,"3,660",0
NATURAL FRESHLY,7707232096551,VIGA SEX WOMAN FORTE *3 CAP FORMULA QUIMICA ESTIMULANTE SEXUAL,"17,000",10,"1,700",0
NATURAL FRESHLY,7707232091990,VINAGRE DE MANZANA * 750 ML MANZANA VARIOS,"29,000",10,"2,900",0
NATURAL FRESHLY,7707772811577,VINAGRE DE MANZANA 500 MG X 60 CBG ADELGAZANTE,"67,800",8,"5,424",0
NATURAL FRESHLY,7707772810310,VINAGRE DE MANZANA Y CIDRA * 375 ML VINAGRE MANZANA + CIDRA,"17,200",8,"1,376",0
NATURAL FRESHLY,7707232092577,VINAGRE MANZANA Y CIDRA * 750 ML CIDRA + MANZANA VARIOS,"27,000",10,"2,700",0
NATURAL FRESHLY,7707772811393,VITA VIDA POWDER FOOD X 500 G MULTIVITAMINICO,"74,600",8,"5,968",0
NATURAL FRESHLY,7707232091099,VITAMINA A PAGUE 50 LLEVE 100 CAP VITAMINA A VITAMINAS,"34,600",10,"3,460",0
NATURAL FRESHLY,7707772811591,VITAMINA D3 600UI X 60 CBG MULTIVITAMINICO,"60,000",8,"4,800",0
NATURAL FRESHLY,7707772811584,ZINC + HIERRO X 60 CBG ZICN + HIERRO MULTIVITAMINICO,"67,800",8,"5,424",0
NATURAL WAY,7707238864550,ACEITE LIQUIDO PARA MASAJES EROTICOS DEL ACEITE LAGRIMAS NATURALES,"20,700",10,"2,070",0
NATURAL WAY,7707238860088,ACEITE LIQUIDO PARA MASAJES EROTICOS RET ACEITE LUBRICANTE INTIMO,"21,100",10,"2,110",0
NATURALMENTE,7709947559734,ALIBIOXIN 0.5% * 30 GR PIROXICAM,"18,500",10,"1,850",0
NATURALMENTE,7709951595476,B-MAX JARABE * 240 ML ACIDO FOLICO + HIERRO + ZINC + BIOT MULTIVITAMINICO,"40,600",10,"4,060",0
NATURALMENTE,7709411544273,BIOCOTRYL 1% CREMA TOPICA * 40 GR CLOTRIMAZOL ANTIMICOTICO,"19,900",10,"1,990",0
NATURALMENTE,7707058341576,BIOTINA 900 MCG * 30 CAP BIOTINA VITAMINAS,"36,000",10,"3,600",0
NATURALMENTE,7709947559796,BIOTRIZINA CREMA 1% * 30 GR SULFADIAZINA DE PLATA ANTIBIOTICO,"23,900",10,"2,390",0
NATURALMENTE,7709411544242,BIOVIR UNGUENTO * 15 GR ACICLOVIR ANTIVIRAL,"17,500",8,"1,400",0
NATURALMENTE,7708999381744,BKMEZOL 1% * 40 GR CLOTRIMAZOL ANTIMICOTICO,"14,500",12,"1,740",0
NATURALMENTE,7770947094112,CITRATO DE MAGNESIO * 100 DISCOS MASTICA CITRATO DE MAGNESIO VITAMINAS,"63,900",10,"6,390",0
NATURALMENTE,7709458537399,COLAGENFIT LIQUIDO X 500 ML COLAGENO HIDROLIZADO,"36,000",12,"4,320",0
NATURALMENTE,7708109834054,COLAGENO + BIOTINA * 30 CAP COLAGENO + BIOTINA VITAMINAS,"39,900",10,"3,990",0
NATURALMENTE,7709540534084,COLAGENO 500 MG * 60 CAP COLAGENO INTESTINO IRRITABLE,"49,000",10,"4,900",0
NATURALMENTE,7708109834627,COLAGENO HIDROLIZADO * 700 GR COLAGENO MULTIVITAMINICO,"49,500",20,"9,900",0
NATURALMENTE,7708109834672,COLAGENO MARINO * 700 GR COLAGENO MULTIVITAMINICO,"61,600",10,"6,160",0
NATURALMENTE,7708316029922,COLAGENO MARINO 3000 MG + CALCIO MARINO COLAGENO MULTIVITAMINICO,"80,000",10,"8,000",0
NATURALMENTE,7708109834184,COLLAGENFIT COLAGENO HIDROLIZADO * 700 G COLAGENO HIDROLIZADO NATURALES,"64,000",10,"6,400",0
NATURALMENTE,7709990110999,COPROBIOTIC + PREBIOTICOS + PROBIOTICOS PREBIOTICOS + PROBIOTICOS VARIOS,"88,000",10,"8,800",0
NATURALMENTE,7709465967349,DERGINTREX CREMA TOPICA * 40 GR CLOTRIMAZOL + DEXAMETASONA + NEOMIC TRICONJUGADO,"38,500",10,"3,850",0
NATURALMENTE,7708109834306,FLORASTOR BIOTIC NF X 360 ML INULINA LACTOBACILUS COAGULANS FOS,"30,000",12,"3,600",0
NATURALMENTE,7709458537368,GLUCOSAMINA Y COLAGENO X 30 CAPS GLUCOSAMINA COLAGENO ANTIARTRITICO,"42,000",10,"4,200",0
NATURALMENTE,7709947559789,HIDROPIEL CREMA 2% * 30 GR KETOCONAZOL ANTIMICOTICO,"18,100",10,"1,810",0
NATURALMENTE,7708109834023,HTO-LIAR JBE * 120 ML ZANAHORIA + APIO + ALCACHOFA HEPATOPROTECTOR,"29,900",12,"3,588",0
NATURALMENTE,7708109834733,MAXVIT E 1000 UI + SELENIO * 30 CAP VITAMINA E + SELENIO VITAMINAS,"39,500",10,"3,950",0
NATURALMENTE,7708109834177,MELATONINA 600 MG * 30 CAP MELATONINA ANSIOLITICO,"29,900",10,"2,990",0
NATURALMENTE,7707351597106,MUCOFAN JARABE * 120 ML HEDERA HELIX ANTITUSIVO,"28,400",10,"2,840",0
NATURALMENTE,7709050343541,NAFOFTALM GOTAS 1% * 5 ML NAFAZOLINA OFTALMICO,"15,800",10,"1,580",0
NATURALMENTE,7703153036010,OMEGA 3 1000 MG * 30 CAP OMEGA 3 HIPOLIPEMIANTE,"27,500",10,"2,750",0
NATURALMENTE,7707351591135,OUTDOL SPORT LINIMENTO * 200 ML LINIMENTO ANTIINFLAMATORIO,"52,400",10,"5,240",0
NATURALMENTE,7709458537306,PASIFLORA + VALERIANA + MANZANILLA * 30 PASIFLORA + VALERIANA + MANZANILLA,"40,000",10,"4,000",0
NATURALMENTE,7707109834108,RESVERATROL 300 MG * 60 CAP RESVERATROL VITAMINAS,"43,316",10,"4,332",0
NATURALMENTE,7708109834801,RESVERATROL LIQUIDO SABOR UVA * 1000 ML COLAGENO HIDROLIZADO VITAMINAS,"44,900",10,"4,490",0
NATURALMENTE,7708109834931,RESVERATROL POLVO SABOR UVA * 500 GR RESVERATROL + COLAGENO HIDROLIZADO VITAMINAS,"59,900",10,"5,990",0
NATURALMENTE,7708109834658,RESWEID SABOR FRUTOS ROJOS X 360 ML RESVERATROL,"36,000",12,"4,320",0
NATURALMENTE,7709902539221,SANCOLIN-NF CREMA * 40 GR NISTATINA + OXIDO DE ZINC PROTECTOR CUTANEO,"19,800",10,"1,980",0
NATURALMENTE,7708109834757,TUXCOOL JARABE X 360ML,"32,000",12,"3,840",0
NATURALMENTE,7709214528746,VIMAX JARABE * 240 ML ACIDO FOLICO + HIERRO + ZINC + BIOT MULTIVITAMINICO,"44,900",10,"4,490",0
NATURALMENTE,7709562377607,VIT MAX B + ZINC * 30 CAP COMPLEJO B + ZINC VITAMINAS,"48,700",12,"5,844",0
NATURALMENTE,7708109834597,VITAMINA C + VITAMINA D3 + ZINC * 30 CAP VITAMINA C(ACIDO ASCORBICO) + VITAM,"40,000",10,"4,000",0
NATURALMENTE,7709562377690,VITAMINA E 1000 UI + SELENIO * 30 CAP VITAMINA E + SELENIO VITAMINAS,"38,500",10,"3,850",0
NATURALMENTE,7709830459424,VITAMINAS + MINERALES * 30 CAP ZINC + MAGNESIO + HIERRO VITAMINAS,"39,900",10,"3,990",0
NATURALMENTE,7708109834122,VITAMINERAL E + ZINC * 700 GR CITRARO DE CALCIO + CITRATO DE MAG VITAMINAS,"69,900",20,"13,980",0
NATURALMENTE,7708109834580,VITAMINERAL FOS + ZINC FRESA * 700 GR FOSFORO + ZINC VITAMINAS,"69,900",20,"13,980",0
NATURALMENTE,7708902758717,VYASIL 50 MG * 2 TAB SILDENAFIL DISFUNCION ERECTIL,"19,900",10,"1,990",0
NEVOX FARMA SA,7707334710355,DESNA 5 MG * 10 TAB DESLORATADINA,"23,500",10,"2,350",0
NEVOX FARMA SA,7707334713349,RELNEX 400/500MG X 30 TAB,"54,000",8,"4,320",0
NOVAMED BABY,7703546033107,CRONOFEN L JBE * 100 ML L-RESPI-RIN ACETAMINOFEN ANALGESICO,"18,500",10,"1,850",0
NOVAMED BABY,7703546043038,CRONOFEN NIÃ‘OS CEREZA GOTAS * 30 ML L-R ACETAMINOFEN ANALGESICO,"15,700",10,"1,570",0
NOVAMED BABY,7703546430005,ZIPED FORTE * 90 ML L-RESPI-ASM SULFATO DE ZINC ANTIDIARREICO,"32,000",8,"2,560",0
NOVAMED BABY,7703546430098,ZIPED SOLUCION * 90 ML L-RESPI-ASM SULFATO DE ZINC ANTIDIARREICO,"30,500",8,"2,440",0
NOVAMED FARMA,7703546153300,COLTRIM * 30 TAB L-GASTR TRIMEBUTINA INTESTINO IRRITABLE,"61,500",8,"4,920",0
NOVAMED FARMA,7703546378734,ESOMEPRAZOL 40 MG * 10 TAB /D54/ ESOMEPRAZOL ANTIULCEROSO,"30,000",10,"3,000",0
NOVAMED FARMA,7703546927468,FLUCONAZOL 200 MG * 4 CAP FLUCONAZOL ANTIMICOTICO,"13,700",10,"1,370",0
NOVAMED FARMA,7703546020442,HUMENAS SPRAY NASAL * 30 ML L-RESPI-RI CLORURO DE SODIO DESCONGESTIONANTE NASAL,"40,500",8,"3,240",0
NOVAMED FARMA,7703546702072,IRTAL 20 MG * 1 TAB L-UROL TADALAFILO DISFUNCION ERECTIL,"30,000",8,"2,400",0
NOVAMED FARMA,7703546705455,IRTAL 20 MG * 2 TAB L-UROL TADALAFILO DISFUNCION ERECTIL,"52,000",8,"4,160",0
NOVAMED FARMA,7703546702089,IRTAL 20 MG * 4 TAB L-UROL TADALAFILO DISFUNCION ERECTIL,"103,500",5,"5,175",0
NOVAMED FARMA,7703546493437,LORATADINA 100MG/5ML * 90 ML LORATADINA ANTIHISTAMINICO,"12,000",10,"1,200",0
NOVAMED FARMA,7703546038225,MICOTOPIC CREMA * 40 GR L-GINEC CLOTRIMAZOL + NEOMICINA + DEXAMETAS TRICONJUGADO,"46,500",10,"4,650",0
NOVAMED FARMA,7703546693530,NAPROXENO 550 MG * 10 TAB NAPROXENO ANALGESICO,"16,000",8,"1,280",0
NOVAMED FARMA,7703546703086,SUPREFLUX FORTE DOBLE ACCION MENTA * 12 ALGINATO + BICARBONATO + CARBONATO ANTIACIDO,"29,700",10,"2,970",0
NOVAMED FARMA,7703546703079,SUPREFLUX FORTE DOBLE ACCION MENTA * 240 ALGINATO + BICARBONATO + CARBONATO ANTIACIDO,"48,000",10,"4,800",0
NOVAMED FARMA,7703546731508,TIAMINA 300 MG * 250 CAP VITAMINA B1 (TIAMINA) VITAMINAS,"92,500",10,"9,250",0
NOVAMED OTC,8901175020966,AURASERT 50 MG * 28 TAB L-TR-CAP SERTRALINA ANTIDEPRESIVO,"28,200",8,"2,256",0
NOVAMED OTC,7703546013017,BECLAZONE 30 MG * 10 CAP L-TR-CAPS NIFEDIPINO ANTIHIPERTENSIVO,"14,400",10,"1,440",0
NOVAMED OTC,7703546031103,CONGESTEX * 10 CAP CETIRIZINA + FENILEFRINA + IBUPROFE ANTIGRIPAL,"17,500",10,"1,750",0
NOVAMED OTC,7703546031493,CONGESTEX G KIDS * 90 ML L-TR-CAP ACETAMINOFEN + FENILEFRINA ANTIGRIPAL,"25,200",5,"1,260",0
NOVAMED OTC,7703546021005,CRONOFEN 500 MG * 100 TB L-TR-CAPS ACETAMINOFEN ANALGESICO,"38,000",10,"3,800",0
NOVAMED OTC,7703546041430,DOLORSIN FEM * 40 CAP L-TR-CAPS IBUPROFENO + N-BUTILBROMURO DE HIOS ANTIESPASMODICO,"90,000",8,"7,200",0
NOVAMED OTC,7703546028226,DORMEX 100 MG * 20 CAP L-CONSUM DICLOFENACO ANTIINFLAMATORIO,"36,000",10,"3,600",0
NOVAMED OTC,7703546076012,FLUMIXOL 600 MG * 10 S/S L-RESPI-RIN N-ACETILCISTEINA MUCOLITICO,"39,000",8,"3,120",0
NOVAMED OTC,7703546076036,FLUMIXOL 600 MG * 30 S/S L-RESPI-RIN N-ACETILCISTEINA MUCOLITICO,"103,000",8,"8,240",0
NOVAMED OTC,7703546034029,LIBELLE * 2 TAB L-CONSUM LEVONORGESTREL ANTICONCEPTIVO,"18,700",8,"1,496",0
NOVAMED OTC,7703546091107,LORDINEX 10 MG * 10 TAB L-CONSUM LORATADINA ANTIHISTAMINICO,"8,900",8,712,0
NOVAMED OTC,7703546703109,NAPROFLASH 250 MG * 40 CAP L-TR-CAPS NAPROXENO ANALGESICO,"76,500",8,"6,120",0
NOVAMED OTC,7703546131308,PRAZED 20 MG * 30 CAP L-CONSUM OMEPRAZOL ANTIULCEROSO,"18,500",10,"1,850",0
NOVAMED OTC,7703546012119,TENSOFAR 100 MG * 30 TAB L-CONSUM LOSARTAN ANTIHIPERTENSIVO,"24,000",10,"2,400",0
NOVAMED OTC,7703546012539,TENSOFAR 50 MG * 30 TAB L-CONSUM LOSARTAN ANTIHIPERTENSIVO,"19,300",10,"1,930",0
NOVAMED OTC,7703546024501,TIAMINA 300 MG * 50 CAP L-CONSUM VITAMINA B1 (TIAMINA) RELAJANTE MUSCULAR,"18,500",10,"1,850",0
NOVOFAR,7709997612786,NOVOXICAN 15 MG * 10 TAB MELOXICAM ANTIINFLAMATORIO,"18,500",10,"1,850",0
PHARMARIS COLOMBIA,4022679137517,MULTIVITAMINAS NIÃ‘OS FCO * 20 TB EFERVE MULTIVITAMINAS MULTIVITAMINICO,"26,000",10,"2,600",0
PHARMARIS COLOMBIA,4022679136473,VITAMINA C+B2+ZINC *20 TAB MULTIVITAMINAS MULTIVITAMINICO,"26,000",5,"1,300",0
PISA FARMACEUTICA DE C,7501125188039,METFORMINA 850 MG * 30 TAB METFORMINA ANTIDIABETICO,"19,500",10,"1,950",0
