LABORATORIO,COD_BARRAS,DESCRIPCION_COMPLETA,PRECIO,%ESP,VALOR,R30D
PROCAPS OTC,7703153000233,DOLOFEN JBE * 60 ML ACETAMINOFEN ANALGESICO,"11,600",10,"1,160",0
PROFAMILIA,7703689031190,PIEL EXCITANTE * 3 PRESERVATIVOS LATEX CONDONES,"10,500",10,"1,050",0
PROFAMILIA,7703689457488,PIEL INTENSE * 3 PRESERVATIVOS LATEX CONDONES,"10,500",10,"1,050",0
PROFAMILIA,7703689031145,PIEL RESISTENTE * 3 PRESERVATIVOS LATEX CONDONES,"10,500",10,"1,050",0
PROFAMILIA,7703689627614,PIEL RETARDANTE * 3 PRESERVATIVOS LATEX CONDONES,"10,500",10,"1,050",0
PROFAMILIA,7703689031176,PIEL SABORES * 3 PRESERVATIVOS LATEX CONDONES,"10,500",10,"1,050",0
PROFAMILIA,7703689031169,PIEL SENSITIVO * 3 PRESERVATIVOS LATEX CONDONES,"10,500",10,"1,050",0
QUIBI,7707229971137,ENEMATROL ENEMA RECTAL * 133 ML BIFOSFATO + FOSFATO SODICO VARIOS,"23,500",5,"1,175",0
QUIRUPOS,7709416822604,ATROMIZIN 500 MG * 3 TAB AZITROMICINA ANTIBIOTICO,"24,900",10,"2,490",0
QUIRUPOS,7709803939540,NITAZOXANIDA 500 MG * 6 TAB NITAZOXANIDA ANTIPARASITARIO,"18,500",10,"1,850",0
QUIRUPOS,7709530287624,OFTAGEN OFTALMICO * 5 ML GENTAMICINA OFTALMICO,"13,100",8,"1,048",0
QUIRUPOS,7709530287617,TIMOL-OFT GOTAS * 5 ML TIMOLOL OFTALMICO,"16,900",10,"1,690",0
QUIRUPOS,7709530287648,TREEVER OFT * 5 ML POLIMIXINA + NEOMICINA + DEXAMETASO OFTALMICO,"14,500",5,725,0
QUIRUPOS,7709990839951,TRIBACTER CREMA * 40 GR BETAMETASONA + CLOTRIMAZOL + NEOMIC TRICONJUGADO,"30,000",10,"3,000",0
REMO,7705713200046,ROMASCOL COMPLEJO * 120 ML CASCARA SAGRADA + BOLDO + RUIBARBO HEPATOPROTECTOR,"18,000",10,"1,800",0
RUECAM LABORATORIO,7709233974401,LINDAZOL-Z CREMA * 20 GRS CLINDAMICINA + CLOTRIMAZOL ANTIMICOTICO,"36,900",10,"3,690",0
SALUS,7709008052563,AGUA FARMANORTE * 600 ML AGUA HIDRATANTE,"2,600",5,130,0
SALUS,7709008053674,AGUA GUASIMALES * 600 ML AGUA HIDRATANTE,"2,500",5,125,0
SEVENPHARMA SAS,8903726322109,ALVIRET 800 MG * 10 TAB ACICLOVIR ANTIVIRAL,"24,000",10,"2,400",0
SEVENPHARMA SAS,8904208904936,AMOXICILINA 500 MG + ACIDO CLAVULANICO 1 AMOXICILINA + ACIDO CLAVULANICO ANTIBIOTICO,"49,700",8,"3,976",0
SEX SHOP,7708909924535,ACEITE CORPORAL TOUCHME ACEITE SANDIA * FORMULA QUIMICA CONDONES,"26,500",10,"2,650",0
SEX SHOP,7709671756560,BURBUJAS BAÃ‘O ESPUMOSO * 60 ML FORMULA QUIMICA CONDONES,"15,000",10,"1,500",0
SEX SHOP,7709553115218,DAMIANA 6D SACHET * 2 CAP COMPOSICION DESCONOCIDA CONDONES,"6,100",10,610,0
SEX SHOP,7708909924542,KIEREME GOMITAS * 4 UND COMPOSICION DESCONOCIDA ESTIMULANTE SEXUAL,"20,000",10,"2,000",0
SEX SHOP,0094308630359,LUBRICANTE INTIMO FRIO * 30 ML FORMULA QUIMICA CONDONES,"24,000",10,"2,400",0
SEX SHOP,7709584196453,LUBRICANTE INTIMO PLACER ANAL * 15 ML FORMULA QUIMICA CONDONES,"26,775",10,"2,678",0
SEX SHOP,7709671756591,LUBRICANTE INTIMO PLACER ANAL * 60 ML COMPOSICION DESCONOCIDA CONDONES,"62,475",10,"6,248",0
SEX SHOP,7709671756553,LUBRICANTE INTIMO PLACER BOMBON BUM FRI COMPOSICION DESCONOCIDA CONDONES,"35,000",10,"3,500",0
SEX SHOP,7709584196477,LUBRICANTE INTIMO PLACER BOMBON BUM FRIO COMPOSICION DESCONOCIDA CONDONES,"22,372",10,"2,237",0
SEX SHOP,7709584196415,LUBRICANTE INTIMO PLACER ESTRECHANTE * 1 COMPOSICION DESCONOCIDA CONDONES,"18,000",10,"1,800",0
SEX SHOP,7709671756539,LUBRICANTE INTIMO PLACER EXPLOSION FRUTA COMPOSICION DESCONOCIDA CONDONES,"18,000",10,"1,800",0
SEX SHOP,7709671756522,LUBRICANTE INTIMO PLACER NEUTRO * 60 ML LUBRICANTE CONDONES,"33,000",10,"3,300",0
SEX SHOP,7709671756508,LUBRICANTE INTIMO PLACER PIÃ‘A COLADA CA FORMULA QUIMICA CONDONES,"18,000",10,"1,800",0
SEX SHOP,7709671756584,LUBRICANTE INTIMO PLACER PIÃ‘A COLADA CA COMPOSICION DESCONOCIDA CONDONES,"33,000",10,"3,300",0
SEX SHOP,7709584196408,LUBRICANTE INTIMO PLACER RETARDANTE * 15 SIN COMPOSICION LUBRICANTE INTIMO,"20,300",10,"2,030",0
SEX SHOP,7708909924597,LUBRICANTE PLACER EXPLOSION FRUTAS CALIE SIN COMPOSICION LUBRICANTE INTIMO,"33,000",10,"3,300",0
SEX SHOP,7709553115270,Q VOLTA G SOBRE * 15 GR COMPOSICION DESCONOCIDA CONDONES,"10,000",10,"1,000",0
SEX SHOP,7709212861074,SUCCIONADOR MASSAGER SK001 SIN COMPOSICION,"154,700",10,"15,470",0
SIEGFRIED CONSUMO,7707355058108,ADOREM BABY 1-24 MESES * 60 ML ACETAMINOFEN ANALGESICO,"15,000",10,"1,500",0
SIEGFRIED CONSUMO,7707355052014,ADOREM JBE * 120 ML ACETAMINOFEN ANALGESICO,"17,700",10,"1,770",0
SIEGFRIED CONSUMO,7707355053356,NOXPIRIN F JBE PED * 60 ML FORMULA QUIMICA ANTIGRIPAL,"13,500",10,"1,350",0
SIEGFRIED CONSUMO,7707355053363,NOXPIRIN JUNIOR * 120 ML ACETAMINOFEN + CETIRIZINA + FENILEF ANTIGRIPAL,"18,700",10,"1,870",0
SIEGFRIED FARMA,7707355053660,BRONCOCHEM NF ADULTOS * 120 ML DEXTROMETORFANO + CLENBUTEROL,"36,100",5,"1,805",0
SIEGFRIED FARMA,7707355053653,BRONCOCHEM NF PED * 120 ML DEXTROMETORFANO + CLENBUTEROL,"30,200",5,"1,510",0
SIEGFRIED FARMA,7707355050171,QUANOX GOTAS * 5 ML IVERMECTINA ANTIPARASITARIO,"33,500",10,"3,350",0
SUREZINC,7708152336475,SUREZINC ADVANCE FRESA * 1000 GR PROTEINA SOYA MULTIVITAMINICO,"109,900",15,"16,485",0
SUREZINC,7708152336055,SUREZINC ADVANCE FRESA * 400 GR PROTEINA SOYA MULTIVITAMINICO,"56,500",15,"8,475",0
SUREZINC,7708152336758,SUREZINC TRANSFER FACTOR PLUS * 30 S/S PROTEINA SOYA + MALTODEXTRINA + CAL MULTIVITAMINICO,"89,100",15,"13,365",0
SUREZINC,7708152336123,SUREZINC TRANSFER FRESA * 1000 GR PROTEINA SOYA + MALTODEXTRINA + CAL MULTIVITAMINICO,"109,900",15,"16,485",0
SUREZINC,7708152336567,SUREZINC TRANSFER FRESA * 400 GR PROTEINA SOYA + MALTODEXTRINA + CAL MULTIVITAMINICO,"56,500",15,"8,475",0
SUREZINC,7708152336604,SUREZINC TRANSFER KIDS FRESA * 1000 GR PROTEINA SOYA + SUERO DE LECHE MULTIVITAMINICO,"109,900",15,"16,485",0
SUREZINC,7708152336727,SUREZINC TRANSFER KIDS FRESA * 400 GR PROTEINA SOYA + SUERO DE LECHE MULTIVITAMINICO,"56,500",15,"8,475",0
SUREZINC,7708152336192,SUREZINC TRANSFER KIDS VAINILLA * 1000 G PROTEINA SOYA + SUERO DE LECHE MULTIVITAMINICO,"109,900",15,"16,485",0
SUREZINC,7708152336741,SUREZINC TRANSFER KIDS VAINILLA * 400 GR PROTEINA SOYA + SUERO DE LECHE MULTIVITAMINICO,"56,500",15,"8,475",0
SUREZINC,7708152336253,SUREZINC TRANSFER VAINILLA * 1000 GR PROTEINA SOYA + MALTODEXTRINA + CAL MULTIVITAMINICO,"109,900",15,"16,485",0
SUREZINC,7708152336611,SUREZINC TRANSFER VAINILLA * 400 GR PROTEINA SOYA + MALTODEXTRINA + CAL MULTIVITAMINICO,"56,500",15,"8,475",0
SUREZINC,7708152336826,SUREZINCF COLAGENO VAINILLA * 30 S/S PROTEINA SOYA + MALTODEXTRINA + COL MULTIVITAMINICO,"89,100",15,"13,365",0
SUREZINC,7707263007038,SUREZINCF TRANSFER KIDS FRESA * 900 GR PROTEINA SOYA + SUERO DE LECHE MULTIVITAMINICO,"109,900",15,"16,485",0
SUREZINC,7709936891340,SUREZINCF TRANSFER FRESA * 900 GR PROTEINA SOYA + MALTODEXTRINA + CAL MULTIVITAMINICO,"109,900",15,"16,485",0
SUREZINC,7709553871121,SUREZINCF TRANSFER KIDS VAINILLA * 900 G PROTEINA SOYA + SUERO DE LECHE MULTIVITAMINICO,"109,900",15,"16,485",0
SUREZINC,7709553871145,SUREZINCF TRANSFER VAINILLA * 900 GR PROTEINA SOYA + MALTODEXTRINA + CAL MULTIVITAMINICO,"109,900",15,"16,485",0
SYGMA LABORATORIES S.A,7709990568288,DIOSMIT 3 GR * 6 S/S DIOSMECTITA ANTIDIARREICO,"45,000",8,"3,600",0
SYGMA LABORATORIES S.A,7709990209297,PREXIFLUM CJA * 9 DOSIS FORMULA HOMEOPATICA NATURALES,"43,500",10,"4,350",0
TECNOQUIMICAS,7702057863098,IBUPROFENO 800 MG * 30 CAP IBUPROFENO,"41,700",5,"2,085",0
TECNOQUIMICAS,7702057610906,NAPROXENO 275 MG * 10 TAB NAPROXENO,"8,700",8,696,0
TECNOQUIMICAS,7702057320904,NAPROXENO 550 MG * 10 TAB NAPROXENO,"13,800",5,690,0
TRIDEX FARMACEUTICA,7707263008059,ACED FULL MENTA * 150 ML HIDROXIDO ALUMINIO + HIDROXIDO MAGN ANTIACIDO,"20,200",12,"2,424",0
TRIDEX FARMACEUTICA,7707263005188,ACED FULL MENTA * 360 ML HIDROXIDO ALUMINIO + HIDROXIDO MAGN ANTIACIDO,"35,600",12,"4,272",0
TRIDEX FARMACEUTICA,7707263005393,ACED PIEL PROTECTOR SOLAR SPF 50+ * 24 FORMULA QUIMICA PROTECTOR SOLAR,"105,600",10,"10,560",0
TRIDEX FARMACEUTICA,7707263009339,ACED PIEL LOCION * 120 ML ACETATO DE ALUMINIO COSMETICOS,"27,900",10,"2,790",0
TRIDEX FARMACEUTICA,7707263008707,ACED PIEL PROTECTOR SOLAR SPF 50+ * 60 M FORMULA QUIMICA BLOQUEADOR SOLAR,"51,000",10,"5,100",0
TRIDEX FARMACEUTICA,7707263006802,ACICUTIN * 30 CAP SUPLEMENTO DIETARIO MULTIVITAMINICO,"69,500",10,"6,950",0
TRIDEX FARMACEUTICA,7703712080027,ADIFAR * 20 TAB ACETAMINOFEN + N BUTILBROMURO HIOSC ANTIESPASMODICO,"45,500",10,"4,550",0
TRIDEX FARMACEUTICA,7707263005713,AGUA MICELAR ACED PIEL * 230 ML AGUA MICELAR COSMETICOS,"26,600",10,"2,660",0
TRIDEX FARMACEUTICA,7703712080225,AMEFAR 250 MG * 120 ML METRONIDAZOL ANTIPARASITARIO,"33,100",12,"3,972",0
TRIDEX FARMACEUTICA,7707263000206,AMPLIEX 250 MG * 60 ML AMOXICILINA ANTIBIOTICO,"24,800",12,"2,976",0
TRIDEX FARMACEUTICA,7707263000213,AMPLIEX 500 MG * 100 CAP AMOXICILINA ANTIBIOTICO,"164,000",12,"19,680",0
TRIDEX FARMACEUTICA,7707263003894,ARTHILESS 1% GEL TOPICO * 50 GR /D24/ DICLOFENACO ANTIINFLAMATORIO,"34,400",12,"4,128",0
TRIDEX FARMACEUTICA,7703712080638,ATRIXIB 200 MG * 10 CAP /D14/ CELECOXIB ANTIARTRITICO,"36,900",10,"3,690",0
TRIDEX FARMACEUTICA,7703712080362,AZITROFAR 500 MG * 3 TAB AZITROMICINA ANTIBIOTICO,"43,200",12,"5,184",0
TRIDEX FARMACEUTICA,7703712080430,BECOLIT CREMA * 40 GR NISTATINA + OXIDO DE ZINC PROTECTOR CUTANEO,"32,000",12,"3,840",0
TRIDEX FARMACEUTICA,7703712080058,BENCIFAR SOLUCION TOPICA BUCAL SPRAY * 1 BENCIDAMINA CLORHIDRATO ANTISEPTICO,"49,600",12,"5,952",0
TRIDEX FARMACEUTICA,7703712080065,BENMACIT 4% SUSP * 10 ML ALBENDAZOL ANTIPARASITARIO,"19,100",12,"2,292",0
TRIDEX FARMACEUTICA,7703712085046,BINAFAR 200/500MG * 24 TAB IBUPROFENO + METOCARBAMOL RELAJANTE MUSCULAR,"46,600",12,"5,592",0
TRIDEX FARMACEUTICA,7707263008158,BIOPEN 20 MG * 2 TAB /D24/ TADALAFILO ESTIMULANTE SEXUAL,"43,600",10,"4,360",0
TRIDEX FARMACEUTICA,7707263003542,CEFLAXILIN 500 MG * 20 CAP CEFALEXINA ANTIBIOTICO,"61,700",12,"7,404",0
TRIDEX FARMACEUTICA,7707263006406,CEVIT NF CEREZA * 30 ML VITAMINA C VITAMINAS,"23,200",12,"2,784",0
TRIDEX FARMACEUTICA,7709705727474,CEVIT VITA C CREMA * 50 ML HIALURONATO + VITAMINA C DESPIGMENTADOR,"26,300",12,"3,156",0
TRIDEX FARMACEUTICA,7707263002422,CICLOFERIN UNGUENTO * 15 GR ACICLOVIR,"29,900",10,"2,990",0
TRIDEX FARMACEUTICA,7703712080539,CLARIFAR 500 MG * 10 TAB /D24/ CLARITROMICINA ANTIBIOTICO,"69,600",12,"8,352",0
TRIDEX FARMACEUTICA,7707263007755,CLINDABACT 100/100MG * 3 OVULOS CLOTRIMAZOL + CLINDAMICINA ANTIMICOTICO,"38,400",12,"4,608",0
TRIDEX FARMACEUTICA,7707263008240,CLINDABACT 2% CREMA VAGINAL * 20 GR CLINDAMICINA + CLOTRIMAZOL ANTIBIOTICO,"46,500",10,"4,650",0
TRIDEX FARMACEUTICA,7707263008752,CLOBENT 0.05 % CREMA * 40 GR CLOBETASOL PROTECTOR CUTANEO,"32,300",10,"3,230",0
TRIDEX FARMACEUTICA,7703712080522,CLOMAZOL 1 % CREMA * 40 GR CLOTRIMAZOL ANTIMICOTICO,"30,300",12,"3,636",0
TRIDEX FARMACEUTICA,7707263004259,CREMA DERMOPROTECTORA OCHO * 20 GR OXIDO ZINC + CALENDULA + VITAMINA E COSMETICOS,"15,100",10,"1,510",0
TRIDEX FARMACEUTICA,7707263008578,CREMA DERMOPROTECTORA OCHO * 50 GR OXIDO ZINC + CALENDULA COSMETICOS,"37,000",10,"3,700",0
TRIDEX FARMACEUTICA,7707263004891,CREMA DERMOPROTECTORA OCHO + CALENDULA * OXIDO ZINC + CALENDULA + VITAMINA E COSMETICOS,"45,100",10,"4,510",0
TRIDEX FARMACEUTICA,7703712080454,DERMA 3 CREMA * 40 GR BETAMETASONA + GENTAMICINA + CLIOQU CORTICOIDE,"50,600",12,"6,072",0
TRIDEX FARMACEUTICA,7703712080096,DIEKALIN JBE * 120 ML /D20/ CAOLIN + PECTINA ANTIDIARREICO,"24,900",12,"2,988",0
TRIDEX FARMACEUTICA,7703712080485,FARAMOX 250 * 60 ML /D20/ AMOXICILINA ANTIBIOTICO,"15,000",15,"2,250",0
TRIDEX FARMACEUTICA,7707263008530,FENAMED 250/4MG * 14 TAB NAPROXENO + TIOCOLCHICOSIDO ANTIARTRITICO,"57,800",10,"5,780",0
TRIDEX FARMACEUTICA,7703712080263,FLOXFAR 400 MG * 20 TAB /D20/ NORFLOXACINO ANTIBIOTICO,"45,200",12,"5,424",0
TRIDEX FARMACEUTICA,7703712080164,FLUMICOF 150 MG * 1 CAP FLUCONAZOL ANTIMICOTICO,"36,200",12,"4,344",0
TRIDEX FARMACEUTICA,7703712080645,FUCIFAR 2 % CREMA * 15 GR /D24/ ACIDO FUSIDICO ANTIBIOTICO,"29,600",12,"3,552",0
TRIDEX FARMACEUTICA,7707263004631,GALEZOL 500 MG * 6 TAB NITAZOXANIDA ANTIPARASITARIO,"38,800",10,"3,880",0
TRIDEX FARMACEUTICA,7703712085084,GIAFAR 1 GR * 2 TAB SECNIDAZOL ANTIPARASITARIO,"44,600",12,"5,352",0
TRIDEX FARMACEUTICA,7707263004068,GLICERTOX NF JBE * 125 ML BROMHEXINA + GUAYACOLATO GLICERILO ANTITUSIVO,"38,100",12,"4,572",0
TRIDEX FARMACEUTICA,7703712080171,GRIBONGIN 2% JBE * 120 ML GUAYACOLATO DE GLICERILO ANTITUSIVO,"26,800",12,"3,216",0
TRIDEX FARMACEUTICA,7703712080607,GRINOX * 60 ML ACETAMINOFEN + FENILEFRINA + CLORFE ANTIGRIPAL,"32,900",12,"3,948",0
TRIDEX FARMACEUTICA,7707263003443,GRIPAC * 10 CAP ACETAMINOFEN + CLORFENIRAMINA + FEN ANTIGRIPAL,"22,600",10,"2,260",0
TRIDEX FARMACEUTICA,7707263003474,GRIPAC * 100 CAP ACETAMINOFEN + CLORFENIRAMINA + FEN ANTIGRIPAL,"199,800",12,"23,976",0
TRIDEX FARMACEUTICA,7707263002217,GRIPAC 4 * 10 CAP ACETAMINOFEN + CAFEINA + CETIRIZINA ANTIGRIPAL,"21,900",10,"2,190",0
TRIDEX FARMACEUTICA,7707263004051,GRIPAC 4 * 100 CAP ACETAMINOFEN + CAFEINA + FENILEFRIN ANTIGRIPAL,"209,000",12,"25,080",0
TRIDEX FARMACEUTICA,7707263000749,GRIPAC NOCHE PANELA - LIMON * 24 S/S ACETAMINOFEN + CLORFENIRAMINA + FEN ANTIGRIPAL,"69,300",10,"6,930",0
TRIDEX FARMACEUTICA,7703712080690,HIDROXFAR 0.25 % * 120 ML /D24/ HIDROXICINA ANTIALERGICO,"36,900",12,"4,428",0
TRIDEX FARMACEUTICA,7703712085053,HIDROXFAR 25 MG * 20 TAB HIDROXICINA ANTIALERGICO,"32,900",12,"3,948",0
TRIDEX FARMACEUTICA,7703712080560,HISLORT 0.1% JBE * 120 ML /D24/ LORATADINA ANTIALERGICO,"24,800",12,"2,976",0
TRIDEX FARMACEUTICA,7703712080218,HISLORT 10 MG * 10 TAB /D24/ LORATADINA ANTIALERGICO,"24,100",12,"2,892",0
TRIDEX FARMACEUTICA,7703712085022,IBUPROFAR * 120 ML IBUPROFENO ANALGESICO,"29,500",10,"2,950",0
TRIDEX FARMACEUTICA,7703712080379,IBUPROFAR 400 MG * 60 TAB IBUPROFENO ANALGESICO,"34,700",15,"5,205",0
TRIDEX FARMACEUTICA,7703712080195,IBUPROFAR 800 MG * 60 TAB /D24/ IBUPROFENO ANALGESICO,"62,700",12,"7,524",0
TRIDEX FARMACEUTICA,7703712085060,IBUPROFAR COMPUESTO * 48 CAP IBUPROFENO + CAFEINA ANALGESICO,"75,900",12,"9,108",0
TRIDEX FARMACEUTICA,7703712080126,INTIVAG BANO INTIMO * 120 ML CLORURO DE BENZALCONIO ANTISEPTICO,"16,100",12,"1,932",0
TRIDEX FARMACEUTICA,7707263004518,KENCYCAPS 100 MG * 10 CAP /D24/ DOXICICLINA ANTIBIOTICO,"25,000",12,"3,000",0
TRIDEX FARMACEUTICA,7703712080201,KETOFAR 200 MG * 10 TAB /D24/ KETOCONAZOL ANTIMICOTICO,"36,000",12,"4,320",0
TRIDEX FARMACEUTICA,7707263006789,LOXAC 7.5 MG * 10 TAB MELOXICAM ANALGESICO,"29,000",10,"2,900",0
TRIDEX FARMACEUTICA,7703712080423,LUXAFAR 750 MG * 30 TAB METOCARBAMOL RELAJANTE MUSCULAR,"64,100",12,"7,692",0
TRIDEX FARMACEUTICA,7707263003016,MEDIZOL 2 % CREMA VAGINAL * 20 GR CLOTRIMAZOL ANTIMICOTICO,"39,900",12,"4,788",0
TRIDEX FARMACEUTICA,7707263003993,MEDIZOL 500 MG * 2 OVULOS CLOTRIMAZOL ANTIMICOTICO,"38,400",12,"4,608",0
TRIDEX FARMACEUTICA,7707263005263,MENTOFRIX RUB * 50 GR ALCANFOR + MENTOL + EUCALIPTO ANTIHISTAMINICO,"22,000",10,"2,200",0
TRIDEX FARMACEUTICA,7707263008929,MENTOFRIX RUB UNG LATA * 12 GR ALCANFOR-MENTOL-EUCALIPTO ANTIHISTAMINICO,"6,600",10,660,0
TRIDEX FARMACEUTICA,7703712080713,MICIGENT 0.1 % CREMA TOPICA * 40 GR GENTAMICINA ANTIMICOTICO,"39,100",12,"4,692",0
TRIDEX FARMACEUTICA,7703712080089,NEBOFAR 0.08 % JBE * 120 ML BROMHEXINA ANTITUSIVO,"24,200",12,"2,904",0
TRIDEX FARMACEUTICA,7703712080256,NISTAFAR * 60 ML /D24/ NISTATINA ANTIBIOTICO,"37,700",12,"4,524",0
TRIDEX FARMACEUTICA,7707263005676,OCHO BABY ACEITE HUMECTANTE * 230 ML FORMULA QUIMICA COSMETICOS,"29,200",5,"1,460",0
TRIDEX FARMACEUTICA,7707263006765,OCHO BABY COLONIA S/ALCOHOL * 130 ML FORMULA QUIMICA COSMETICOS,"22,200",5,"1,110",0
TRIDEX FARMACEUTICA,7707263007458,OCHO BABY CREMA CORPORAL * 230 ML FORMULA QUIMICA COSMETICOS,"17,000",5,850,0
TRIDEX FARMACEUTICA,7707263007588,OCHO BABY SHAMPOO MANZANILLA * 230 ML FORMULA QUIMICA COSMETICOS,"15,500",5,775,0
TRIDEX FARMACEUTICA,7707263005911,OFTI PAT 0.2 % * 2.5 ML OLOPATADINA ANTIALERGICO,"44,300",10,"4,430",0
TRIDEX FARMACEUTICA,7707263006543,OFTI TEARS GOTAS * 15 ML /D20/ CARBOXIMETILCELULOSA LAGRIMAS NATURALES,"38,400",10,"3,840",0
TRIDEX FARMACEUTICA,7707351591326,OIDOLYT GOTAS * 15 ML COLISTINA + HIDROCORTISONA + NEOMIC ANESTESICO OTICO,"28,600",10,"2,860",0
TRIDEX FARMACEUTICA,7707263003986,OKAP 37.5/325MG * 10 CAP TRAMADOL + ACETAMINOFEN ANALGESICO,"54,700",10,"5,470",0
TRIDEX FARMACEUTICA,7707263005126,OKAP FORTE 250/20MG * 10 CAP ACETAMINOFEN + CAFEINA ANALGESICO,"21,700",10,"2,170",0
TRIDEX FARMACEUTICA,7703712080270,OXIFAR 20 MG * 10 CAP PIROXICAM ANTIINFLAMATORIO,"30,400",12,"3,648",0
TRIDEX FARMACEUTICA,7703712080409,PIRAXTEL * 15 ML /D24/ PAMOATO DE PIRANTEL + PAMOATO DE OX ANTIPARASITARIO,"37,700",12,"4,524",0
TRIDEX FARMACEUTICA,7707263003597,PREDICLOX 250 MG/5 * 80 ML DICLOXACILINA ANTIBIOTICO,"15,000",10,"1,500",0
TRIDEX FARMACEUTICA,7707263003214,PREDICLOX 500 MG * 50 CAP /D18/ DICLOXACILINA ANTIBIOTICO,"199,100",10,"19,910",0
TRIDEX FARMACEUTICA,7703712080577,QUERAFAR SOL TOPICA * 30 ML /D24/ ACIDO BENZOICO + RESORCINOL +ACIDO CORTICOIDE,"30,400",12,"3,648",0
TRIDEX FARMACEUTICA,7707263007700,RANIMED PLUS * 24 S/S /D19/ ALGINATO SODIO + BICARBONATO SODIO ANTIACIDO,"69,300",10,"6,930",0
TRIDEX FARMACEUTICA,7707263004341,REPELENTE TRIDEX FAMILY SPRAY * 120 ML / FORMULA QUIMICA REPELENTE,"21,300",10,"2,130",0
TRIDEX FARMACEUTICA,7707263006116,REPELENTE TRIDEX KIDS SPRAY * 120 ML /D1 FORMULA QUIMICA REPELENTE,"21,300",10,"2,130",0
TRIDEX FARMACEUTICA,7707263005102,ROCIBLUE 50 MG * 2 TAB SILDENAFIL DISFUNCION ERECTIL,"20,800",10,"2,080",0
TRIDEX FARMACEUTICA,7707263005874,ROCICREAM 1 % CREMA VAGINAL * 40 GR CLOTRIMAZOL ANTIMICOTICO,"32,500",12,"3,900",0
TRIDEX FARMACEUTICA,7707263005973,SEGURET * 2 TAB LEVONORGESTREL ANTICONCEPTIVO,"19,200",20,"3,840",0
TRIDEX FARMACEUTICA,7707263007885,SHAMPOO ESCAMED (LAZZUS) AMARILLO * 180 SULFARO DE SELENIO ANTIMICOTICO,"37,400",10,"3,740",0
TRIDEX FARMACEUTICA,7707263008790,SIDOGAL 75 MG +1000 MG * 4 TAB SECNIDAZOL + FLUCONAZOL ANTIMICOTICO,"75,000",10,"7,500",0
TRIDEX FARMACEUTICA,7707263009902,SIFEI 200 MG * 5 CAP FLUCONAZOL ANTIMICOTICO,"47,300",10,"4,730",0
TRIDEX FARMACEUTICA,7703712080683,SILIMFAR 150 MG * 20 CAP /D24/ SILIMARINA HEPATOPROTECTOR,"49,400",12,"5,928",0
TRIDEX FARMACEUTICA,7703712080478,SULTRIFAR F * 120 ML TRIMETOPRIM + SULFAMETOXAZOL ANTIBIOTICO,"42,600",12,"5,112",0
TRIDEX FARMACEUTICA,7707263005034,SUNSOL KREM PROTE/SOLAR SPF 100 * 60 ML BLOQUEADOR BLOQUEADOR SOLAR,"58,200",10,"5,820",0
TRIDEX FARMACEUTICA,7707263006208,TABTINA 20 MG * 10 TAB ATORVASTATINA HIPOLIPEMIANTE,"25,000",20,"5,000",0
TRIDEX FARMACEUTICA,7707263001777,TRAMOTAL 250 MG * 100 ML AMOXICILINA ANTIBIOTICO,"27,700",12,"3,324",0
TRIDEX FARMACEUTICA,7707263009872,TRIVAG SOLUCION VAGINAL * 120 ML CLORURO DE BENZALCONIO ANTISEPTICO,"19,600",12,"2,352",0
TRIDEX FARMACEUTICA,7707263004334,VASOMED GEL CALMANTE Y RELAJANTE * 400 G CANNABIS + MENTOL + EUCALIPTO ANALGESICO,"52,000",10,"5,200",0
TRIDEX FARMACEUTICA,7707263004181,VERDE GALEZ GEL * 60 GR CANNABIS NATURALES,"43,900",10,"4,390",0
TRIDEX FARMACEUTICA,7707263005256,VERDE GALEZ SPRAY * 120 ML CANNABIS NATURALES,"46,100",10,"4,610",0
TRIDEX FARMACEUTICA,7703712080386,VILAFAR UNGUENTO * 15 GR ACICLOVIR ANTIVIRAL,"32,400",10,"3,240",0
TRIDEX FARMACEUTICA,7703712080331,ZOLTIFAR 500 MG * 8 TAB /D24/ TINIDAZOL ANTIPARASITARIO,"22,400",10,"2,240",0
VITAFAR,7709990799415,"SYVIOFTAL * 5ML POLIMIXINA,NEOMIXINA,DEXAMETASONA","18,500",5,925,0
VITALIS COMERCIAL,7709990045826,BETAMETASONA 4 MG * 1 AMP BETAMETASONA ANTIBIOTICO,"5,000",5,250,0
VITALIS COMERCIAL,7709990439298,DEXAMETASONA 4 MG * 1 AMP DEXAMETASONA ANTIBIOTICO,"5,000",10,500,0
VITALIS COMERCIAL,7709990045895,DEXAMETASONA 8MG/2ML * 1 AMP DEXAMETASONA CORTICOIDE,"6,000",10,600,0
VITALIS COMERCIAL,7707236127688,GENTAMICINA 160 MG * 1 AMP GENTAMICINA ANTIBIOTICO,"8,300",5,415,0
WILLOW,7709616950800,FLORAUSII * 10 VIALES BACILLUS CLAUSII,"70,000",5,"3,500",0
ZIBOJECT,7709299854228,PRUEBA DE EMBARAZO ESFERO * 1 UND SIN COMPOSICION PRUEBAS DE EMBARAZO,"11,500",10,"1,150",0
