laboratorio,cod_Barra,producto,exist_Caja,sist_Unid,valor_unid,valor_total
3M COLOMBIA,7702098400238,BOLSA FRIO/CALOR NEXCARE ADULTOS *,0,0,"41,300",0
3M COLOMBIA,7702098401709,BOLSA FRIO/CALOR NEXCARE NINOS,0,0,"24,500",0
3M COLOMBIA,7702098034891,CURAS AVANZADA IMPERMEABLES CJA *,50,0,"10,000",0
3M COLOMBIA,7702098015319,CURITAS CONFORT X 8 UNDS,0,0,0,0
3M COLOMBIA,7702098009790,CURITAS NEXCARE CONFORT X 100,0,0,0,0
3M COLOMBIA,7707290950062,FREXEN X 30 CAPS,0,0,"63,700",0
3M COLOMBIA,7707314190047,GASA MEDICAR 1/2 * 5 YARDAS UNDAD,30,0,"4,000",0
3M COLOMBIA,8993379254650,HARMONY JABON MANZANA* 80 G UNDAD,30,0,"1,500",0
3M COLOMBIA,8993379254568,HARMONY JABON NARANJA * 80 G UNDAD,0,0,"1,500",0
3M COLOMBIA,7707180630098,I-COLOR CAOBA UNIDAD,0,0,"4,800",0
3M COLOMBIA,7072139401198,",7INHALOCAMARA PEDIATRICA UNDAD",0,0,"12,800",0
3M COLOMBIA,382903882328,JELCO  ANGIOCATH NO,220,0,"2,000",0
3M COLOMBIA,7702098031340,MICROPORE PIEL 0.5MM X 10YD CJA *,20,0,"72,000",0
3M COLOMBIA,7702098401778,MICROPORE PIEL 12MM * 3,0,0,"3,600",0
3M COLOMBIA,7702098010550,TAPA BOCAS X 12 UI NEXCARE,0,0,"14,000",0
3M COLOMBIA,7702098400085,TEGADERM APOSITO TRANSPARENTE 6 X,70,0,"15,000",0
3M COLOMBIA,7702098401747,VENDA ELASTICA COBAN 4.5 X3M,0,0,"26,600",0
A. MENARINI ,7708548830518,KETUM GEL * 30 GR,0,0,"41,200",0
A. MENARINI ,7707188880518,RILATEN 20 MG * 1 AMP,0,0,"18,700",0
A.G. MEDICAM,7706569022905,ACETAMINOFEN CODEINA 325/30MG * 10,0,0,"16,500",0
A.G. MEDICAM,7706569283931,ACIDO ACETILSALICILICO 100 MG *,1000,0,"35,000",0
A.G. MEDICAM,7706569154606,ESOMEPRAZOL 40 MG * 30 TAB,0,0,"87,000",0
A.G. MEDICAM,7706569021670,GUAYACOLATO + CARBOXIMETILCISTEINA,0,0,"20,000",0
A.G. MEDICAM,7706569023131,LOSARTAN 50 MG + HIDROCLOROTIAZIDA,0,0,"43,500",0
A.G. MEDICAM,7706569485403,LOSARTAN 50 MG + HIDROCLOROTIAZIDA,0,0,"66,700",0
A.G. MEDICAM,7706569022929,SULFATO DE ZINC 2MG/ML CEREZA *,1200,0,"17,500",0
A.G. MEDICAM,7706569022936,SULFATO DE ZINC 2MG/ML CEREZA * 80,0,0,"13,000",0
ABBOTT CONSU,7702870053287,ALRESKATE DIARESQ KIDS CALDO POLLO,0,0,"15,400",0
ABBOTT CONSU,7702870004449,BISBACTER * 48 TAB,0,0,"145,400",0
ABBOTT CONSU,7702870536759,BISBACTER * 8 TAB,0,0,"24,700",0
ABBOTT CONSU,7702870000229,BISBACTER SUSP * 120 ML,0,0,"40,000",0
ABBOTT CONSU,7702870004746,BONENZIN * 48 TAB,0,0,"66,200",0
ABBOTT CONSU,7707189520901,CAPRIMIDA D * 30 TAB,0,0,"45,500",0
ABBOTT CONSU,7702870003374,COLIK * 48 TAB,0,0,"52,800",0
ABBOTT CONSU,7702870070017,COLIK * 5 TAB,0,0,"9,000",0
ABBOTT CONSU,7702870070611,COLIK FORTE * 40 TAB,0,0,"77,100",0
ABBOTT CONSU,7702870070598,COLIK FORTE * 5 TAB,0,0,"10,300",0
ABBOTT CONSU,7702207141731,CORYZALIA * 40 COMP,0,0,"45,500",0
ABBOTT CONSU,7702870076552,DAYAMINERAL FE JBE * 120 ML,0,0,"55,000",0
ABBOTT CONSU,7702870051153,ENSOY ADULTO DIABETICOS FRESA *,4000,0,"69,000",0
ABBOTT CONSU,7702870052532,ENSOY ADULTO DIABETICOS VAINILLA *,0,0,"139,800",0
ABBOTT CONSU,7702870050842,ENSOY ADULTO DIABETICOS VAINILLA *,0,0,"71,200",0
ABBOTT CONSU,7702870052907,ENSOY ADULTO VAINILLA LIQUIDA *,2000,0,"2,500",0
ABBOTT CONSU,7702870053379,ENSOY DYAL VAINILLA S/AZUCAR * 400,0,0,"69,500",0
ABBOTT CONSU,7702870053317,ENSOY GOLD VAINILLA CON OMEGA *,4000,0,"48,600",0
ABBOTT CONSU,7702870053355,ENSOY MET * 400 GR,0,0,"54,740",0
ABBOTT CONSU,7702870952276,ENSOY NIÃ‘OS DEFENSE VAINILLA *,2000,0,"20,000",0
ABBOTT CONSU,57702870053195,ENSOY NIÃ‘OS DEFENSE VAINILLA *,4000,0,"44,000",0
ABBOTT CONSU,57702870053294,ENSOY NIÃ‘OS DEFENSE VAINILLA *,9000,0,"93,700",0
ABBOTT CONSU,7702870052921,ENSOY NIÃ‘OS VAINILLA LIQUIDA *,2000,0,"3,300",0
ABBOTT CONSU,7702870900758,ENSOY PROTECT ADULTO VAINILLA *,2000,0,"21,500",0
ABBOTT CONSU,7702870053676,ENSOY PROTECT ADULTOS VAINILLA *,400,0,"49,500",0
ABBOTT CONSU,7702870072486,FEXU 120 MG * 10 TAB,0,0,"40,700",0
ABBOTT CONSU,7702870004968,",7FINIGAX * 24 GRAG",0,0,"19,400",0
ABBOTT CONSU,7702870072547,FINIGAX PLUS CON ANIS S/AZUCAR  *,20,0,"23,000",0
ABBOTT CONSU,7702870072554,FINIGAX PLUS CON ANIS S/AZUCAR *,360,0,"30,600",0
ABBOTT CONSU,7798097890279,INSTALIFT GEL PARPADOS * 15 GR,0,0,"42,800",0
ABBOTT CONSU,7702870999769,ISOFEM * 30 TAB,0,0,"49,400",0
ABBOTT CONSU,7702870999714,ISOFEM * 60 TAB,0,0,"70,800",0
ABBOTT CONSU,7702870999653,ISOFEM FORTE * 30 TAB,0,0,"59,100",0
ABBOTT CONSU,7702870999646,ISOFEM GEL * 30 GR,0,0,"30,500",0
ABBOTT CONSU,7702870001806,LUMBAL * 12 TAB,0,0,"19,900",0
ABBOTT CONSU,7702870001974,LUMBAL * 48 TAB,0,0,"98,500",0
ABBOTT CONSU,7702870609149,LUMBAL * 8 TAB,0,0,"16,300",0
ABBOTT CONSU,7702870492710,LUMBAL FORTE * 6 TAB,0,0,"19,000",0
ABBOTT CONSU,7702870002865,LUMBAL GEL * 30 GR,0,0,"38,000",0
ABBOTT CONSU,7702870150160,LUMBAL MAX * 12 TAB,0,0,"26,800",0
ABBOTT CONSU,7702870680278,LUMBAL MAX * 36 TAB,0,0,"77,800",0
ABBOTT CONSU,7702870004104,MOVIDOL * 12 TAB,0,0,"23,000",0
ABBOTT CONSU,7702870004111,MOVIDOL * 48 TAB,0,0,"87,800",0
ABBOTT CONSU,7702870553770,MOVIDOL * 8 TAB,0,0,"14,900",0
ABBOTT CONSU,7702870071052,MOVIDOL GEL * 30 GR,0,0,"18,000",0
ABBOTT CONSU,7702870840153,MOVIDOL M * 36 TAB,0,0,"64,400",0
ABBOTT CONSU,7702870135860,MOVIDOL M * 8 TAB,0,0,"15,600",0
ABBOTT CONSU,7702870999844,OKEY * 30 TAB,0,0,"52,500",0
ABBOTT CONSU,7702207163948,PRIVATOS SOL ORAL * 120 ML,0,0,"33,700",0
ABBOTT CONSU,7702870001745,SEVEDOL * 12 TAB,0,0,"19,300",0
ABBOTT CONSU,7702870001929,SEVEDOL * 24 TAB,0,0,"43,400",0
ABBOTT CONSU,7702870004739,SEVEDOL * 60 TAB,0,0,"100,300",0
ABBOTT CONSU,7702870004401,SEVEDOL EXTRA FUERTE * 8 TAB,0,0,"17,400",0
ABBOTT CONSU,7702870071670,SEVEFIEST * 36 TAB,0,0,"32,400",0
ABBOTT CONSU,7702870999790,SONAX * 15 GRAG,0,0,"30,000",0
ABBOTT CONSU,7702870050972,SOY PLUS CAFE DESCAFEINADO BOLSA *,0,0,"12,500",0
ABBOTT CONSU,7702870050088,SOY PLUS FRESA * 400 GR,0,0,"21,600",0
ABBOTT CONSU,7702870050354,SOY PLUS LIQ VAINILLA * 1000 ML,0,0,"15,700",0
ABBOTT CONSU,7702870050347,SOY PLUS LIQ. NATURAL * 1000 ML,0,0,"15,600",0
ABBOTT CONSU,7702870051139,SOY PLUS MUJER VAINILLA * 200 GR,0,0,"14,000",0
ABBOTT CONSU,7702870050934,SOY PLUS NATURAL * 400 GR,0,0,"23,800",0
ABBOTT CONSU,7702870050941,SOY PLUS SIN LACTOSA NATURAL * 200,0,0,"14,500",0
ABBOTT CONSU,7702870050064,SOY PLUS SIN LACTOSA VAINILLA *,2000,0,"14,200",0
ABBOTT CONSU,7702870050125,SOY PLUS SIN LACTOSA VAINILLA *,4000,0,"26,000",0
ABBOTT CONSU,7702870003404,SUCRAX * 50 S/S,0,0,0,0
ABBOTT CONSU,7702870003411,SUCRAX X 100 S/S,0,0,0,0
ABBOTT CONSU,7702870051177,SUCRAX X 100 TAB,0,0,0,0
ABBOTT DIAGN,699073712233,FREESTYLE GLUCOMETRO FREEDOM LITE,0,0,"54,400",0
ABBOTT DIAGN,093818704270,LANCETAS * 100 UND,0,0,"28,000",0
ABBOTT DIAGN,093815996484,OPTIUM TIRA * 25 UND,0,0,"82,000",0
ABBOTT DIAGN,093815996491,OPTIUM TIRA * 50 UND,0,0,"146,000",0
ABBOTT FARMA,7702207573976,ACOTOL EX * 21 TAB,0,0,"14,400",0
ABBOTT FARMA,7702207700327,ALERXY C SPRAY NASAL 140 DOSIS *,200,0,"103,800",0
ABBOTT FARMA,7702870004029,AMVAL 5/160MG * 14 TAB,0,0,"71,900",0
ABBOTT FARMA,7702870001561,ANTISS 5 MG * 10 TAB,0,0,"89,200",0
ABBOTT FARMA,7702870004845,ANTISS D * 10 CAP,0,0,"82,000",0
ABBOTT FARMA,7702870070642,ANTISS D JBE * 60 ML,0,0,"81,400",0
ABBOTT FARMA,7702870003244,ANTISS JBE * 100 ML,0,0,"84,000",0
ABBOTT FARMA,7707189521267,ARLETTE 28 * 28 COMP,0,0,"53,400",0
ABBOTT FARMA,7702207300138,BELLY CRAN * 30 TAB,0,0,"110,500",0
ABBOTT FARMA,7702207300145,BIOBACTRO * 28 TAB,0,0,"102,900",0
ABBOTT FARMA,7350012552770,BIOGAIA * 10 ML,0,0,"162,000",0
ABBOTT FARMA,7702207112946,BIOGAIA * 5 ML,0,0,"103,100",0
ABBOTT FARMA,7350012553784,BIOGAIA GTI * 30 TAB,0,0,"158,500",0
ABBOTT FARMA,7702870070314,BIOLAX * 340 GR,0,0,"104,200",0
ABBOTT FARMA,7702870004722,BIOLAX 5 GR * 12 S/S,0,0,"54,200",0
ABBOTT FARMA,7702870004715,BIOLAX 5 GR * 12 S/S,0,0,"64,000",0
ABBOTT FARMA,7707189520291,CANDAZOL * 10 OVULOS,0,0,"46,500",0
ABBOTT FARMA,7702870004265,CARDIOMAX 10 MG * 20 TAB,0,0,"228,900",0
ABBOTT FARMA,7702870070062,CARDIOMAX PLUS 10/20MG * 28 TAB,0,0,"322,700",0
ABBOTT FARMA,7703178000508,CETIRAX * 10 TAB,0,0,"83,900",0
ABBOTT FARMA,7703178000546,CETIRAX * 60 ML,0,0,"77,000",0
ABBOTT FARMA,7703178000973,CETIRAX D * 60 ML,0,0,"82,500",0
ABBOTT FARMA,7702870000267,CIMOXEN 500 MG * 6 COMP,0,0,"131,000",0
ABBOTT FARMA,7702207110621,CLEAROVAC * 4 S/S,0,0,"95,000",0
ABBOTT FARMA,7702870071649,CLINACYN GEL * 30 GR,0,0,"113,200",0
ABBOTT FARMA,7702207310250,CLINOMAT * 30 COMP,0,0,"42,500",0
ABBOTT FARMA,7702207310625,CLUVAX FORTE * 3 CAP,0,0,"82,000",0
ABBOTT FARMA,7702207310632,CLUVAX FORTE * 7 CAP,0,0,"124,600",0
ABBOTT FARMA,7703186568113,DEPAKENE * 50 CAP,0,0,"61,500",0
ABBOTT FARMA,7703186568212,DEPAKENE JBE * 120 ML,0,0,"43,000",0
ABBOTT FARMA,7702870004302,DEPOTRIM * 1 AMP,0,0,"20,000",0
ABBOTT FARMA,7702870004326,DEPOTRIM * 1 AMP,0,0,"20,000",0
ABBOTT FARMA,7702870070970,DOLOPROTEC * 12 TAB,0,0,"63,000",0
ABBOTT FARMA,7702870700970,DOLOPROTEC * 12 TAB,0,0,"63,000",0
ABBOTT FARMA,7702870070994,DOLOPROTEC * 30 TAB,0,0,"131,300",0
ABBOTT FARMA,7702870071069,DUODOL 50/30MG * 10 TAB,0,0,"40,000",0
ABBOTT FARMA,8715554002739,DUPHALAC * 20 S/S,0,0,"130,000",0
ABBOTT FARMA,7702870004852,ESTEINE 3.5 MG * 6 OVULOS,0,0,"106,500",0
ABBOTT FARMA,7702870004296,EUMOTRIX PLUS * 30 TAB,0,0,"108,000",0
ABBOTT FARMA,7702870071472,EVELY * 28 TAB,0,0,"33,000",0
ABBOTT FARMA,7707189520598,FEMELLE * 21 TAB,0,0,"26,400",0
ABBOTT FARMA,7707189521243,FEMELLE 20 CD * 28 TAB,0,0,"26,400",0
ABBOTT FARMA,7707189520956,FEMELLE 20 MG * 21 TAB,0,0,"24,500",0
ABBOTT FARMA,7702870071984,FENOX 40 MG * 30 TAB,0,0,"120,500",0
ABBOTT FARMA,7702870072004,FENOX 80 MG * 30 TAB,0,0,"104,500",0
ABBOTT FARMA,7702870072493,FEXU 120 MG * 20 TAB,0,0,"118,300",0
ABBOTT FARMA,7702870072714,FEXU 180 MG * 10 TAB,0,0,"90,300",0
ABBOTT FARMA,7702870072721,FEXU 180 MG * 20 TAB,0,0,"167,500",0
ABBOTT FARMA,7702870920022,FEXU D 30 MG * 90 ML,0,0,"71,000",0
ABBOTT FARMA,7702207312414,FLUCIFEM * 4 TAB,0,0,"105,400",0
ABBOTT FARMA,7702870002292,FUNIDE CREMA * 15 GR,0,0,"38,800",0
ABBOTT FARMA,7702870002988,FUNIDE SPRAY * 30 ML,0,0,"47,100",0
ABBOTT FARMA,7702870999554,GIGI 12 * 7 STICKS,0,0,"79,000",0
ABBOTT FARMA,7702207305348,GINODERM GEL * 95 GR,0,0,"25,000",0
ABBOTT FARMA,7702870004784,GYNCLOX CREMA VAGINAL * 40 GR,0,0,"83,500",0
ABBOTT FARMA,7702870545577,GYNETS 4 MG * 28 TAB,0,0,"46,700",0
ABBOTT FARMA,7707189521229,GYNOFER FOL * 30 TAB,0,0,"97,700",0
ABBOTT FARMA,7702207312520,GYNORELL * 28 TAB,0,0,"25,300",0
ABBOTT FARMA,7702870000397,HEBAL UNG * 20 GR,0,0,"36,000",0
ABBOTT FARMA,7702870000410,HIDERAX * 1 AMP,0,0,"24,500",0
ABBOTT FARMA,7702870000199,HIDERAX * 20 TAB,0,0,"55,500",0
ABBOTT FARMA,7702870000663,HIDERAX GOTAS * 15 ML,0,0,"55,000",0
ABBOTT FARMA,7702870001059,HIDERAX JBE * 120 ML,0,0,"48,500",0
ABBOTT FARMA,7702870000762,HIDERAX S * 10 TAB,0,0,"62,000",0
ABBOTT FARMA,7707189520659,IPRAN 10 MG * 30 TAB,0,0,"266,500",0
ABBOTT FARMA,7707189520819,IPRAN 20 MG * 20 TAB,0,0,"345,600",0
ABBOTT FARMA,7702870924846,JEX 1MG/2MG * 28 TAB,0,0,"41,600",0
ABBOTT FARMA,7702870453421,KAZIDE 500 MG * 12 TAB,0,0,"126,700",0
ABBOTT FARMA,7702870003022,KAZIDE SUSP * 30 ML,0,0,"49,500",0
ABBOTT FARMA,7702870002971,KAZIDE SUSP * 60 ML,0,0,"72,200",0
ABBOTT FARMA,7703186995018,KLARICID 125 MG SUSP * 50 ML,0,0,"86,000",0
ABBOTT FARMA,7703186920713,KLARICID 250 MG SUSP * 50 ML,0,0,"121,300",0
ABBOTT FARMA,7702870574737,KLARICID 500 MG * 30 TAB,0,0,"301,600",0
ABBOTT FARMA,7702207308110,KOPODEX 100 MG * 120 ML,0,0,"101,900",0
ABBOTT FARMA,7702207140574,LACORYL 60 MG * 14 CAP,0,0,"145,000",0
ABBOTT FARMA,7702207321805,LACORYL 60 MG * 28 CAP,0,0,"257,700",0
ABBOTT FARMA,7702207141670,LACORYL-T * 10 S/S,0,0,"79,500",0
ABBOTT FARMA,7702207140666,LACORYL-T * 20 S/S,0,0,"150,000",0
ABBOTT FARMA,7702207140673,LACORYL-T GEL * 40 GR,0,0,"74,200",0
ABBOTT FARMA,7702870070840,LUKAST 10MG * 90 TAB,0,0,"234,900",0
ABBOTT FARMA,7702870070871,LUKAST 5 MG * 90 TAB,0,0,"179,900",0
ABBOTT FARMA,7702870004906,MAXTIME GEL * 6 S/S,0,0,"31,500",0
ABBOTT FARMA,7702870001110,MELOCAM 15 MG * 1 AMP,0,0,"17,900",0
ABBOTT FARMA,7702207123119,MENODIN RETARD * 1 AMP,0,0,"58,500",0
ABBOTT FARMA,7702870004647,NEDOX 10 MG * 14 TAB,0,0,"102,800",0
ABBOTT FARMA,7702870604342,NEDOX 20 MG * 14 TAB,0,0,"123,200",0
ABBOTT FARMA,7702870072851,NEDOX 20 MG * 28 TAB,0,0,"168,500",0
ABBOTT FARMA,7702870999509,NEDOX 20 MG * 56 TAB,0,0,"257,600",0
ABBOTT FARMA,7702870855348,NEDOX 40 MG * 14 TAB,0,0,"153,200",0
ABBOTT FARMA,7702870999516,NEDOX 40 MG * 56 TAB,0,0,"295,400",0
ABBOTT FARMA,7702870071793,NEDOX 5 MG * 28 S/S,0,0,"159,900",0
ABBOTT FARMA,7702870002636,NOFERTYL AMP * 1ML,0,0,"10,200",0
ABBOTT FARMA,7702207101117,NORMOLIP 200 MG * 20 CAP,0,0,"130,000",0
ABBOTT FARMA,7707189520581,NORVETAL * 21 GRAG,0,0,"5,600",0
ABBOTT FARMA,7702870003954,OSEBAN 150 MG * 1 TAB,0,0,"248,000",0
ABBOTT FARMA,7702870003961,OSEBAN 3 MG * 1 AMP,0,0,"249,000",0
ABBOTT FARMA,7702207700068,PERSEMAX * 30 CAP,0,0,"168,600",0
ABBOTT FARMA,7707189520536,PROGENDO 100 MG * 30 CAP,0,0,"164,800",0
ABBOTT FARMA,7702870071014,RIFAX SUSP * 60 ML,0,0,"58,500",0
ABBOTT FARMA,7702870071953,SEGUFEM * 28 TAB,0,0,"43,400",0
ABBOTT FARMA,7702870000540,SYNOVULAR * 1 AMP,0,0,"24,500",0
ABBOTT FARMA,7702870004128,SYNOVULAR SUAVE * 1 AMP,0,0,"25,500",0
ABBOTT FARMA,7722071065663,TENSODOX 10 MG * 20 TAB,0,0,"50,500",0
ABBOTT FARMA,7702207172469,TEVETEN 600 MG * 28 TAB,0,0,"180,500",0
ABBOTT FARMA,7703186029430,TEVETEN PLUS *28 TAB,0,0,"49,500",0
ABBOTT FARMA,7707189520550,TRETINEX 20 MG * 30 CAP,0,0,"179,500",0
ABBOTT FARMA,7702870000991,TROMIX * 22.5 ML,0,0,"96,500",0
ABBOTT FARMA,7702870000830,TROMIX SUSP * 15 ML,0,0,"77,500",0
ABBOTT FARMA,7702207183861,TUSIPRIV ADULTO * 120 ML,0,0,"36,700",0
ABBOTT FARMA,7707189521137,VADIRAL 1 GR * 21 TAB,0,0,"296,700",0
ABBOTT FARMA,7707189521120,VADIRAL 1 GR * 5 TAB,0,0,"126,600",0
ABBOTT FARMA,7702207308011,VALNOC 2 MG * 15 TAB,0,0,"119,500",0
ABBOTT FARMA,7702207308028,VALNOC 3 MG * 15 TAB,0,0,"115,900",0
ABBOTT FARMA,7702870003978,VENADOL 450/50MG * 30 TAB,0,0,"138,900",0
ABBOTT FARMA,7702870002766,YAX * 21 TAB,0,0,"26,700",0
ABBOTT FARMA,7702870071731,DURAX 20 MG * 4 TAB,0,0,"138,400",0
ABBOTT FARMA,7702870071687,DURAX 5 MG * 28 TAB,0,0,"268,500",0
ABBOTT FARMA,7702870002599,EROXIM 100 MG * 1 TAB,0,0,"25,300",0
ABBOTT FARMA,7702870003039,EROXIM 50 MG * 4 TAB,0,0,"46,000",0
ABBOTT FARMA,7702870004814,FEMELIN AMP,0,0,"23,000",0
ABBOTT FARMA,7702870004821,FEMELIN AMP,0,0,"23,000",0
ABBOTT FARMA,7702870003589,POSTDAY * 1 TAB,0,0,"17,500",0
ABBOTT FARMA,7702207316870,VIPLENA * 30 CAP,0,0,"80,800",0
ABBOTT FARMA,7702870002308,",7BABYTYOL POMADA * 60 GR",0,0,0,0
ABBOTT FARMA,7702207107676,",7DALIMIN * 35 S/S",0,0,0,0
ABBOTT FARMA,7707291990029,",7DALIMIN 1500 MG * 15 S/S",0,0,0,0
ABBOTT FARMA,7702207106327,EMERGYN * 2 TAB,0,0,"35,000",0
ABBOTT FARMA,7702870003145,FLUCISTEIN 200 MG * 30 S/S,0,0,"37,500",0
ABBOTT FARMA,7702870004197,LAMEP 50 MG * 30 TAB,0,0,0,0
ABBOTT FARMA,7707189520390,NEOBON 70 MG * 4 CAP,0,0,0,0
ABBOTT FARMA,7702207146330,OFLAXYN SOL 0.3% * 10 ML,0,0,"41,500",0
ABBOTT FARMA,7702207146231,OMEPRAX * 15 CAP,0,0,0,0
ABBOTT FARMA,7706569040091,PIRIDOXINA 50 MG * 100 TAB,0,0,0,0
ABBOTT FARMA,7707189520215,PRENAVIT * 30 CAP,0,0,"30,000",0
ABBOTT FARMA,7702207315361,STAL 500 MG * 30 CAP,0,0,"28,000",0
ABBOTT FARMA,7702207300169,TEBOKAN * 15 CAP,0,0,"39,300",0
ABBOTT FARMA,7800026587416,YES GEL LUBRICANTE * 30 ML,0,0,"27,700",0
ABBOTT LABOR,7702870103234,MAXYLASH MAXY CURVAS PESTAÃ‘INA *,20,0,"29,300",0
ABBOTT LABOR,7703178368851,MAXYLASH PESTAÃ‘INA CURVAS WATER 2,0,0,"30,500",0
ABBOTT LABOR,7702870102510,MAXYLASH PESTAÃ‘INA MAGIC VOLUME 2,0,0,"25,900",0
ABBOTT LABOR,300741940635,NORVIR SOLUCION ORAL X 240 ML,0,0,0,0
ABBOTT NUTRI,7703186032225,*PEDIASURE VAINILLA * 900 GR GTS 1,0,0,"69,800",0
ABBOTT NUTRI,7703186029294,ALIMENTUM * 400 GR,0,0,"140,100",0
ABBOTT NUTRI,7703186033369,ENSURE ADVANCE * 850 GR + 3 ENSURE,0,0,"156,000",0
ABBOTT NUTRI,7703186032447,ENSURE ADVANCE * 850 GR + 3 ENSURE,0,0,"155,700",0
ABBOTT NUTRI,8427030007984,ENSURE ADVANCE FRESA - BANANO *,4000,0,"75,300",0
ABBOTT NUTRI,7703186031303,ENSURE ADVANCE LIQUIDO CHOCOLATE *,0,0,"14,300",0
ABBOTT NUTRI,8710428018717,ENSURE ADVANCE LIQUIDO FRESA * 220,0,0,"14,300",0
ABBOTT NUTRI,7703186032430,ENSURE ADVANCE LIQUIDO VAINILLA *,20,0,"80,400",0
ABBOTT NUTRI,7703186031235,ENSURE ADVANCE LIQUIDO VAINILLA,2200,0,"43,600",0
ABBOTT NUTRI,7703186033031,ENSURE ADVANCE LIQUIDO VAINILLA,2200,0,"78,100",0
ABBOTT NUTRI,7703186541932,ENSURE ADVANCE LIQUIDO VAINILLA,2200,0,"93,500",0
ABBOTT NUTRI,7703186032317,ENSURE ADVANCE VAINILLA * 400 GR +,0,0,"79,000",0
ABBOTT NUTRI,7703186033352,ENSURE ADVANCE VAINILLA * 400 GR +,0,0,"75,300",0
ABBOTT NUTRI,7703186031433,ENSURE CLINICAL LIQUIDO VAINILLA *,0,0,"14,400",0
ABBOTT NUTRI,8710428022899,ENSURE TWOCAL * 200 ML,0,0,"14,000",0
ABBOTT NUTRI,7703186033390,GLUCERNA * 900 GR + 3 GLUCERNA FIT,0,0,"156,300",0
ABBOTT NUTRI,7703186032980,GLUCERNA FIT * 330 ML,0,0,"13,300",0
ABBOTT NUTRI,0700745260348,GLUCERNA LIQ LPC * 1500 ML,0,0,"80,000",0
ABBOTT NUTRI,7703186032485,",7GLUCERNA LIQUIDO VAINILLA * 237 ML",0,0,"85,500",0
ABBOTT NUTRI,8710428024299,GLUCERNA LIQUIDO VAINILLA 1.6 KCAL,0,0,"14,000",0
ABBOTT NUTRI,7703186031280,GLUCERNA LIQUIDO VAINILLA 237 ML *,0,0,"34,500",0
ABBOTT NUTRI,7703186032737,GLUCERNA LIQUIDO VAINILLA 237 ML *,0,0,"82,700",0
ABBOTT NUTRI,7703186190376,GLUCERNA VAINILLA LIQUIDO 220 ML *,0,0,"99,000",0
ABBOTT NUTRI,8710428786357,ISOMIL * 400 GR,0,0,"52,400",0
ABBOTT NUTRI,7703186545183,JEVITY II FOS * 1.5 LT,0,0,0,0
ABBOTT NUTRI,7703186030191,NEPRO BAJO EN PROTEINA LIQ LATA *,20,0,"18,500",0
ABBOTT NUTRI,7703186033239,PEDIALYTE ACTIVE  PACK * 2 UND *,500,0,"14,000",0
ABBOTT NUTRI,7703186033246,PEDIALYTE ACTIVE  PACK * 2 UND *,500,0,"14,000",0
ABBOTT NUTRI,7703186834010,PEDIASURE CHOCOLATE * 400 GR,0,0,"62,800",0
ABBOTT NUTRI,7703186027580,PEDIASURE FRESA * 400 GR,0,0,"62,800",0
ABBOTT NUTRI,8710428002648,PEDIASURE FRESA * 900 GR,0,0,"119,600",0
ABBOTT NUTRI,8886451007049,PEDIASURE POLVO VAINILLA * 1600 GR,0,0,"207,200",0
ABBOTT NUTRI,7703186506283,PERATIVE LIQ * 8 ONZ,0,0,"14,300",0
ABBOTT NUTRI,7703186901323,SIMILAC 2 5HMO * 2100 GR,0,0,"236,200",0
ABBOTT NUTRI,5391523056328,SIMILAC 2 PROSENSITIVE * 400 GR,0,0,"62,600",0
ABBOTT NUTRI,0427030004938,SIMILAC AR * 375 GR,0,0,"87,100",0
ABBOTT NUTRI,8427030005003,SIMILAC AR * 850 GR,0,0,"181,000",0
ABBOTT NUTRI,7703186032140,SIMILAC LIQUIDA 1 PROSENSITIVE * 4,0,0,"14,500",0
ABBVIE SAS,7703186027665,KALETRA * 120 TAB,0,0,"122,500",0
ABBVIE SAS,300743956467,",75KALETRA SUSP * 160 ML",0,0,"59,700",0
ABBVIE SAS,8427030030418,LUPRON DEPOT 11.25 MG * 1 AMP,0,0,"566,000",0
ABBVIE SAS,8427030030401,LUPRON DEPOT 3.75 MG * 1 AMP,0,0,"196,800",0
ABBVIE SAS,8054083015149,SEVORANE 100 % SOL INHALATORIA *,250,0,"354,000",0
ABBVIE SAS,7703186104021,SURVANTA AMP * 4 ML,0,0,"17,000",0
ABBVIE SAS,7703186037329,ZEMPLAR * 5 AMP,0,0,"330,000",0
ACTIFARMA,7707305850233,FENITOINA SODICA 250MG/5ML * 5 AMP,0,0,"20,000",0
ACTIFARMA,7707305850127,PIPOTIAZINA 25MG/ML SOL INYECT * 3,0,0,"63,800",0
ACULIFE HEAL,8904240102604,PIPERACILINA Y TAZOBACTAM 4.5 GR *,0,0,"15,100",0
ADEXA PHARMA,7709938696981,GINDEX * 4 TAB,0,0,"80,000",0
ADIUM (TECNO,7501092720553,ALEVIAN DUO * 16 CAP,0,0,"146,400",0
ADIUM (TECNO,7501092720560,ALEVIAN DUO * 32 CAP,0,0,"272,900",0
ADIUM (TECNO,7501092720997,ALEVIAN DUO * 64 CAP,0,0,"426,300",0
ADIUM (TECNO,7707204497591,BEXON 100 MG * 3 OVULOS,0,0,"110,000",0
ADIUM (TECNO,7707204494811,BEXON 100 MG * 7 OVULOS,0,0,"145,400",0
ADIUM (TECNO,7707204490998,BEXON DUO * 7 OVULOS,0,0,"137,000",0
ADIUM (TECNO,7730979091268,CABERTRIX 0.05 MG * 4 COMP,0,0,"42,500",0
